

Lista;V=10;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
Lista;V=200;gestosc=50
nr;BFS;DFS;Dijkstra;BellmanFord
1;435936;1851331;1226147;53494104;
2;436791;1923315;1242553;55635349;
3;451364;1815464;1226461;53586386;
4;460512;1781521;1288641;54558984;
5;437086;2475094;1268997;53922287;
6;473263;2830610;1195826;54505848;
7;504784;1821938;1251128;55509128;
8;466867;2109095;1253503;54999409;
9;531481;1962918;1254690;55885953;
10;446987;1736457;1244359;54435381;
11;446982;1716156;1248458;54289243;
12;450432;1802630;1311695;55139616;
13;452122;1714569;1222294;54845212;
14;439896;1671467;1212097;54078305;
15;511746;1684542;1434754;54923463;
16;449213;1742672;1280934;55071227;
17;449561;1728048;1233482;53701848;
18;438323;1733648;1484899;54888619;
19;442643;1667520;1218506;53677890;
20;436724;1663853;1204496;53358047;
21;441857;1678182;1326726;53716852;
22;439550;1667568;1194442;54980685;
23;560958;2501895;1279392;54267385;
24;436486;1708911;1268629;53729791;
25;447830;1668209;1530055;55179543;
26;436358;1709344;1325964;54607346;
27;439206;2453510;1232858;53992329;
28;436053;1828131;1568424;53778678;
29;433142;1670205;1240584;53983666;
30;437177;1662513;1209259;54049919;
31;435265;1666140;1196972;53693499;
32;438281;2393179;1313070;53803505;
33;433814;1672781;1206292;55076706;
34;435647;1670655;1199108;54501673;
35;437817;1672247;1543762;53809082;
36;634872;1811251;1226357;54438458;
37;434703;1717492;1245274;55834038;
38;483771;1767348;1380645;59629896;
39;451025;1710778;1229157;53309843;
40;445804;1687926;1205514;55194416;
41;436748;1657386;1206933;55007120;
42;459618;2809110;1222466;53874585;
43;437338;1676868;1260796;54523834;
44;434473;1889287;1250098;54645664;
45;446672;1711292;1255434;53744384;
46;436634;1676397;1422512;58618105;
47;447019;1800908;1373128;53731466;
48;442129;1715851;1167010;55627667;
49;437770;2474121;1240197;54957099;
50;432839;1661938;1206437;52881102;
51;450049;1972615;1430105;55683027;
52;436950;1681467;1259052;54899429;
53;445738;2623014;1394811;54854231;
54;437694;1671221;1232420;54130815;
55;441311;1680455;1206819;53552670;
56;438179;1753859;1198021;53947021;
57;433843;1681469;1293569;54459668;
58;439345;1675855;1492928;53960779;
59;498070;2248256;1393990;54196350;
60;437604;2433853;1236020;54328989;
61;437044;1673238;1263509;53697415;
62;433926;1675179;1206758;53287338;
63;436915;1665484;1182381;54629497;
64;470103;1656573;1191146;53816145;
65;440468;2620654;1555569;54362136;
66;438533;1854400;1382180;53354182;
67;440630;2769206;1396545;53174958;
68;436520;1747237;2592386;54097488;
69;445328;2431763;1200975;54863647;
70;437144;2510914;1227624;54695924;
71;726342;2547760;1211465;53996790;
72;435801;1661722;1306733;54514213;
73;432898;1747290;1193663;52422887;
74;438797;1874692;1229371;53332415;
75;440068;2470578;1316609;55087373;
76;450449;1675577;1193963;53902430;
77;537542;1771801;2082583;54180486;
78;436249;1677935;1542219;54858148;
79;443326;1684246;1211246;54701669;
80;431763;1674503;1222938;52238114;
81;434639;1671239;1337616;53469061;
82;442222;1719779;1208697;54623176;
83;436492;2621368;1460728;54190283;
84;439988;1931176;1610948;55033556;
85;437502;1683474;1198726;53822552;
86;430932;1742591;1227688;52509715;
87;599676;1687424;1191806;52739159;
88;443607;2561883;1495081;53765452;
89;435586;1749562;1210763;54860913;
90;455294;1680369;1222840;54695409;
91;437008;1658426;1205745;53233765;
92;437220;1682571;1213435;53696796;
93;435569;1750388;1208685;54491146;
94;445669;1681213;1226548;54764011;
95;437471;1729229;1228090;54503454;
96;532885;1686436;1195254;53719596;
97;526511;1739591;1269986;54021479;
98;441066;2514413;1220469;53092876;
99;433438;1671926;1254764;52980304;
100;483065;1744589;1388339;54220008;



Macierz;V=200;gestosc=50
nr;BFS;DFS;Dijkstra;BellmanFord
1;668734;1822731;1313853;95553887;
2;689262;1846264;1366658;94453427;
3;690334;1857221;1373292;92802645;
4;704321;1802828;1335274;92334264;
5;676318;1824398;1334406;95359928;
6;745167;1820712;1337070;95399320;
7;731421;1953325;1443498;93976314;
8;672510;1802467;1325570;94640316;
9;723481;1862171;1353343;94168997;
10;729462;2050305;1341215;95095192;
11;727708;1990158;1370776;94837232;
12;675399;1788887;1397424;94162539;
13;673715;1891194;1363461;92896076;
14;668134;1813158;1342255;92306091;
15;663644;1801441;1385105;94325542;
16;781775;1977580;1519859;93263238;
17;1011856;2698673;1869301;104829648;
18;671476;1863536;1333001;93061401;
19;672042;1959313;1675742;93700318;
20;675137;1805974;1339397;93170615;
21;669657;1806748;1326859;92511614;
22;710700;1841511;1334482;92807642;
23;677677;1849614;1343725;93829299;
24;672409;1918973;1690376;93517847;
25;671735;1805592;1329449;92807514;
26;682926;1794143;1342794;93327299;
27;675272;1805451;1321582;93769854;
28;671166;1811228;1344140;92681684;
29;668691;1833192;1422616;93970374;
30;679293;1806206;1348421;93319588;
31;672292;2132992;1341591;93084042;
32;673071;1798794;1313836;92503744;
33;666335;1821476;1564376;93832106;
34;674894;1807000;1342656;94121546;
35;672144;1929645;1342829;94633443;
36;670697;1806760;1568204;110498820;
37;687259;1863558;1391360;93594375;
38;679384;1821504;1390806;95435897;
39;676394;1812823;1335209;95834886;
40;690963;1882381;1385717;94211639;
41;864528;2110868;1376947;95996264;
42;687909;1860441;1374563;95960385;
43;747733;2005609;1331083;93514652;
44;674357;1860198;1330227;93720935;
45;714621;1875885;1393847;92532862;
46;670439;1805389;1346383;92269390;
47;669840;1844711;1395778;92027860;
48;713036;1805480;1336014;95815679;
49;676786;1805812;1396682;94223862;
50;685277;1863627;1381544;95746052;
51;686665;1870560;1365917;93546788;
52;664441;1973206;1347910;91094476;
53;671840;1861199;1339307;98425732;
54;697628;1870523;1400598;94620083;
55;682356;1850585;1362893;94989596;
56;1044973;1840530;1318613;96586368;
57;695378;1932408;1371499;95667736;
58;673449;1816582;1364192;92203311;
59;670762;1814165;1338337;93611632;
60;680357;1799820;1424172;96148154;
61;695372;1860568;1378145;95703687;
62;689406;1858892;1366395;92662935;
63;685909;1857773;1410869;95361342;
64;670995;1797571;1935865;94801266;
65;670264;1806945;1338094;91970399;
66;691750;1857357;1697148;99422727;
67;1349408;1885067;1422098;95559999;
68;698774;1948611;1373698;131031685;
69;833558;2237147;1654443;105341336;
70;694334;1906826;1622483;95545000;
71;692570;1862873;1367219;95807475;
72;693265;1861595;1405532;108589177;
73;808308;2308022;1595462;117784264;
74;688174;1851902;1607707;94751077;
75;818416;2291655;1843875;112334898;
76;872426;2258141;1672281;149768442;
77;962115;2524602;1939667;115220696;
78;865330;2573635;1675723;114340564;
79;1046917;2862641;1860945;124235455;
80;845402;2258054;1752601;116349251;
81;827248;2267269;1638296;107333305;
82;696384;1870466;1359170;98958285;
83;698167;1891675;1524392;111790305;
84;813351;2198185;1617073;111477403;
85;814786;2177096;1596940;109955644;
86;688408;1852635;1375366;94517409;
87;867708;2078149;1563944;103115012;
88;692711;1858632;1390272;93616916;
89;698892;1913823;1418081;92389109;
90;672667;1801920;1331858;98184673;
91;763576;2140744;1540427;108156979;
92;819516;2190847;1586962;109556045;
93;809334;2178111;1594260;109287145;
94;814635;2206657;1606785;98093992;
95;699141;1874055;1390587;98004679;
96;807891;2208951;1753887;110748614;
97;812665;2274537;1797844;112410416;
98;998252;2178895;1824673;97414256;
99;687996;1924669;1434427;95698552;
100;670666;1944649;1331995;91614450;



Lista;V=200;gestosc=75
nr;BFS;DFS;Dijkstra;BellmanFord
1;680006;2713335;1600442;79975310;
2;604645;2485837;1687499;86293565;
3;704794;2570145;1477474;85835677;
4;649795;3938035;1485306;82463675;
5;602819;2621288;1990881;88234065;
6;629256;3385283;1384975;83433961;
7;1300155;3623446;2389500;144452251;
8;2204617;4951251;3399485;223718689;
9;891974;3872707;3396750;183589562;
10;1141910;4321512;3079822;216412014;
11;923762;3551374;2649751;174461076;
12;1110406;4133237;2309797;112797886;
13;763304;3135941;2981400;144263015;
14;1600873;3958678;2954331;125711387;
15;1287756;3270366;2450975;118445417;
16;1912133;4091214;2955222;107912792;
17;605173;3444721;1366144;83315221;
18;649509;2526463;1384925;105675119;
19;1287123;3988003;2501493;116926401;
20;750722;4118795;3216360;127098327;
21;930870;3085690;1614054;88405868;
22;1547744;3532746;1702987;125579280;
23;622047;2549017;1392417;104710245;
24;766760;3029917;1855305;115449663;
25;884291;3971991;1532034;97424617;
26;1214411;4105996;2762420;123319222;
27;1084721;3483060;2698128;85045004;
28;617247;2501624;1292452;82247173;
29;603790;3453504;1343084;80456966;
30;776813;3902980;2578712;134568974;
31;1255426;3628388;2233298;105002145;
32;940258;3087037;1894459;102709572;
33;1069253;3191838;2317506;105172611;
34;836449;2913135;1776303;95654590;
35;910500;2941019;1775187;105103320;
36;1053258;2997578;2171772;83242016;
37;695479;2615817;1537972;79305457;
38;604356;2476890;1304696;81542390;
39;603206;3679933;1378529;78761260;
40;672258;2526562;1928499;91498726;
41;661613;2524577;1329672;79141669;
42;697691;2662897;1344627;79952420;
43;637623;2501854;1330264;81147733;
44;607392;2659147;1698837;81439686;
45;604256;3738721;1375397;83150216;
46;604917;2494798;1304742;78887051;
47;603632;3637694;1331067;81651981;
48;606601;2565050;1440167;81002626;
49;626144;3748209;1371940;81158234;
50;605473;3230202;1361190;83777394;
51;618078;2521349;1340528;83222498;
52;601299;2461609;1352826;81005053;
53;605279;2471547;1319716;79570771;
54;601548;3488260;1332392;80249560;
55;604200;3631571;1339840;79978685;
56;615225;3784160;1395368;79330821;
57;602285;2504205;1340374;81309556;
58;599949;3500100;1305427;81606598;
59;602116;2496828;1336862;78805006;
60;603237;3732282;1352151;82050163;
61;601418;2456022;1311282;80671988;
62;601031;2499074;1341820;80587650;
63;758708;2834221;1914671;82317230;
64;690099;2483443;1348396;81760041;
65;599415;2461425;1323931;77852212;
66;603891;3773866;1413283;77888201;
67;605102;2514695;1321837;80475642;
68;606362;2471815;1311280;81037542;
69;770206;3101334;1578817;91926911;
70;625143;2533882;1358345;80701667;
71;603858;2562942;1328932;78966577;
72;603225;3774271;1341280;80036041;
73;642663;2467907;1327041;80267149;
74;645833;3634892;1324938;78166549;
75;602773;3666582;1375571;79194333;
76;608906;3563259;1355048;81179285;
77;604027;3579477;1363890;80709674;
78;605745;3449910;1355189;81004407;
79;600431;2611840;1325103;80157808;
80;723313;4074318;1341725;80675612;
81;599916;2480509;1355385;81743994;
82;600752;3685994;1364854;79580592;
83;604459;2458575;1411588;80375186;
84;600290;2503205;1499922;81244568;
85;600880;3612389;1325951;79902499;
86;598200;2507509;2347883;82054651;
87;616314;2473970;1357168;80397236;
88;601221;3703314;1327774;79122522;
89;601933;2471775;1287118;78484807;
90;601872;3618411;1325379;78612032;
91;601456;2492602;1378911;79657915;
92;604757;2462251;1341768;77911191;
93;601193;3710126;1336529;78150827;
94;601364;3530994;1350862;78607637;
95;599168;3703173;1368466;77558966;
96;602872;2466290;1323798;80405935;
97;600580;3643509;1385666;78095007;
98;603259;2470259;1333376;78706797;
99;600341;3608405;1324907;78816312;
100;688503;2491710;1350648;78969956;



Macierz;V=200;gestosc=75
nr;BFS;DFS;Dijkstra;BellmanFord
1;662273;2390151;1263990;78028593;
2;657544;2397185;1300213;77874830;
3;658651;2395536;1264078;77859729;
4;656465;2407317;1247250;78954047;
5;657646;2445599;1290572;78137493;
6;741759;2407075;1258425;78442579;
7;661384;2905050;1259982;90978539;
8;774132;2801092;1723498;91704179;
9;830237;3103505;1471660;84551304;
10;703189;2573417;1286165;81761245;
11;678475;2453885;1292590;78730287;
12;657759;2403705;1247780;78039957;
13;657812;2823426;1274716;79869950;
14;661251;2390330;1260848;85114877;
15;1158365;3407555;1718871;94736499;
16;797641;2905810;1497542;85022927;
17;667123;2402682;1265528;79853443;
18;661712;2412104;1447790;83290575;
19;753597;2560555;1389512;82762691;
20;676456;2454087;1446715;82128576;
21;677927;2703519;1281678;93595167;
22;658243;2404735;1236656;78175407;
23;906478;2684716;1255653;81223334;
24;686140;2483996;1273269;79428807;
25;654750;2394415;1237869;78231404;
26;663306;2409102;1275375;79703224;
27;681699;2451471;1266522;80983783;
28;680912;2460720;1278146;78452527;
29;659704;2388147;1252842;79767265;
30;824775;3124851;1515317;86177119;
31;704110;2867701;1301745;81572649;
32;893811;2467240;1287497;79777356;
33;680251;2665287;1289422;81408828;
34;700505;2514806;1278704;81353542;
35;680886;2456517;1434605;80940224;
36;676169;2454679;1286019;81737234;
37;744691;2681500;1265639;80750609;
38;794365;2451409;1278030;81509415;
39;803294;2887077;1513304;88912509;
40;755189;2862277;1496293;81745487;
41;801454;3107431;2149173;86992001;
42;674742;2460789;1276122;81867853;
43;755107;3005121;1453728;84697569;
44;752216;2722274;1618155;82953211;
45;775152;2877125;1584817;84077233;
46;737493;2580542;1265913;81173527;
47;774426;2770001;1589119;85180898;
48;681416;2470261;1270134;81210220;
49;679559;2488712;1361100;81295954;
50;712081;2603581;1289012;80924884;
51;683410;2482196;1336994;81072331;
52;675836;2450167;1285415;78964029;
53;663244;2395192;1427042;81780767;
54;1097095;3424938;1712830;91269164;
55;820788;3001800;1778383;89024548;
56;881988;3179043;1662587;92112852;
57;962672;2727746;1428195;82644978;
58;663080;2469199;1527121;79521787;
59;718719;2642445;1240437;78648808;
60;661648;2413128;1237016;79132336;
61;662876;2390648;1237000;79082384;
62;660409;2445224;1255506;78827690;
63;662049;2393318;1243773;79345494;
64;661300;2386595;1232282;78726499;
65;655952;2428325;1288914;78441858;
66;676389;2492547;1308670;82444282;
67;671078;2520550;1335679;75614041;
68;646473;2378190;1357916;77093933;
69;795919;2625988;1269621;79773852;
70;657878;2388998;1252049;79138120;
71;640672;2378037;1411143;80572561;
72;654937;2389403;1256719;79973993;
73;637686;2474605;1282665;76021821;
74;639285;2329622;1214097;78287425;
75;640061;2341872;1230777;77663586;
76;654840;2401631;1292139;78900713;
77;653485;2482655;1295047;76783616;
78;637750;2337797;1248332;77893371;
79;655775;2442341;1321345;77815642;
80;654328;2394850;1245703;77311814;
81;639855;2338424;1219211;77726099;
82;636972;2474202;1339763;80736123;
83;644413;2339355;1395528;77317051;
84;667767;3329890;1270247;83197844;
85;681020;2465570;1448391;80844945;
86;683109;2465506;1451690;80734820;
87;678263;2461439;1434941;80740309;
88;677635;2613829;1282546;79754147;
89;662336;2396734;1284401;79442973;
90;659150;2479630;1242048;82180894;
91;663874;2401401;1262165;80884601;
92;674289;2454553;1273300;78802263;
93;658298;2409912;1265339;79757189;
94;663315;2546763;1308575;85725100;
95;676676;2656568;1328663;80868723;
96;867287;2659161;1320760;81066632;
97;679904;2460362;1290967;81237335;
98;680163;2486554;1297731;84118407;
99;854790;2510772;1310293;80935739;
100;750435;2461116;1282519;79560915;



Lista;V=200;gestosc=100
nr;BFS;DFS;Dijkstra;BellmanFord
1;968213;4772211;1839405;148610615;
2;928110;4159740;3010737;160161204;
3;797064;3492163;1547164;121078153;
4;918433;3784158;1642982;123324019;
5;1230079;5360484;2685527;159442867;
6;1280613;4285191;2555208;161543459;
7;1790609;4412927;1718940;160380315;
8;862689;4622262;1602870;113733520;
9;1269925;4303737;1662652;117442864;
10;798188;3378552;1475958;113449039;
11;945377;4917068;3496490;125773172;
12;927122;3493969;2508915;115851210;
13;881214;4365069;1609078;162887069;
14;1006878;4064986;2768376;138887749;
15;843297;3672293;1717147;252796702;
16;1001858;4731774;1807625;158469827;
17;1906523;4946487;1784545;154690606;
18;776136;3274561;1429230;110768156;
19;796165;4180420;1512071;143917511;
20;918877;3864360;3134283;144281257;
21;1152911;4645624;1652532;114689035;
22;796294;3506000;1898572;117866510;
23;841720;4145217;1732234;110587196;
24;758231;3201714;1437385;109889138;
25;794736;3355447;1496169;112497353;
26;798711;3342411;1460586;113725915;
27;793716;3260218;1421719;111403088;
28;883907;3929490;1669520;109160951;
29;779416;3261019;1555072;111545436;
30;776351;3661119;3254417;112659922;
31;778744;4355627;1530994;114308962;
32;1100924;3306511;1420011;114125398;
33;784436;4273636;1658109;115171425;
34;804495;3635363;2820503;113165013;
35;780071;3349888;1451271;112831483;
36;821577;3281389;1461185;110742820;
37;780138;3273844;1641953;111141854;
38;833834;4152598;1488862;109415271;
39;791964;3288718;1442029;113664004;
40;835483;3273865;1504926;118167154;
41;777699;3431783;2703821;112664672;
42;779229;3267771;1460540;111638676;
43;1252016;3304670;1416452;137778087;
44;873462;3860668;2027765;114892195;
45;783102;4504802;1856641;114044964;
46;777303;4853013;1614943;115514257;
47;2568570;4525095;2619496;128722449;
48;909725;3764228;1649423;113936151;
49;789791;3367831;1465337;114669744;
50;776138;3506991;2667961;113181582;
51;778290;3374933;1651820;114351726;
52;778385;3677695;1813337;114272296;
53;775216;3512073;1833960;111871773;
54;782982;4889728;1505827;113554060;
55;985343;4922015;1783698;116053764;
56;782960;4270057;1502832;114094320;
57;817375;4659355;1455781;112704398;
58;1556128;3435302;1567717;112205983;
59;777517;4516041;1752573;113444742;
60;866281;3777114;2302206;119582958;
61;1046863;3393290;1812482;112945161;
62;1139647;3951243;3671087;113175871;
63;807237;3258644;1427776;113282604;
64;1699753;3441270;1490898;113431547;
65;790126;3259948;1458196;111685870;
66;816261;3480442;1480067;109548846;
67;778852;4190271;1621365;112291943;
68;848447;4234462;1458131;114673290;
69;776917;3299494;2278595;115695206;
70;847370;3261137;1517497;115362235;
71;1447675;3352411;1467442;112407358;
72;780396;3433053;1704363;114889978;
73;903064;4012603;1553303;115567331;
74;996252;4543883;2220219;114877482;
75;1129297;4409783;1452667;115729528;
76;1463442;4618326;2326878;144748516;
77;785283;4279520;1478810;112823341;
78;986889;3367261;1474988;114037101;
79;785747;5118206;1470195;113252087;
80;970001;4165749;1507259;115158761;
81;1076303;4338424;1479119;113835439;
82;880429;4486041;1887397;112738303;
83;800782;4240995;1834583;111810588;
84;775852;3270601;2078552;110008717;
85;783216;3276491;1434864;113404961;
86;810736;3713964;2691652;114769032;
87;1019530;3354152;1483816;113145470;
88;1028381;4243164;1964405;125006189;
89;780281;3740667;1977780;108485015;
90;780705;4384474;1439568;110941613;
91;775740;3267211;1463476;116550483;
92;892448;3546493;1513264;114064578;
93;1065062;3315975;1438398;111636522;
94;777424;3281491;1482529;107071055;
95;763781;3198448;1453632;113003678;
96;787935;4792632;1787482;112862596;
97;779436;3310053;1565595;106882436;
98;783977;3282918;1551463;108529463;
99;771833;3259280;1428453;106854277;
100;777159;4333994;1478671;106428591;



Macierz;V=200;gestosc=100
nr;BFS;DFS;Dijkstra;BellmanFord
1;612314;3004157;1116530;61489106;
2;618532;3176543;1138030;60917453;
3;609045;3079460;1117200;60794871;
4;614120;2967410;1133191;60970628;
5;608679;3197686;1206380;61133256;
6;612617;2944542;1126792;61658770;
7;678889;2959604;1130994;61942749;
8;615341;3248411;1115071;61929748;
9;616859;2946807;1123239;61364607;
10;611909;2954727;1187486;61947532;
11;612598;2917509;1090383;61993939;
12;612374;3067872;1133970;61364593;
13;611100;3003424;1141140;61340047;
14;616024;3038090;1114254;62260945;
15;678606;3110507;1129828;62225156;
16;614300;3068354;1104148;61349081;
17;613104;2953773;1111042;62374269;
18;833330;2963665;1129278;61318488;
19;611126;2944685;1110121;60238619;
20;613483;2958042;1112830;60436736;
21;611549;2997257;1125638;61314356;
22;717223;2954942;1115405;61193878;
23;615245;2951102;1123771;61613436;
24;613889;2945178;1254604;61852951;
25;678742;3105317;1133496;61669622;
26;616239;2992816;1114915;62412885;
27;706844;2954926;1109462;61819524;
28;649881;2959266;1123804;61522196;
29;615324;3011236;1498153;61432081;
30;618716;2949878;1129908;62093339;
31;735580;3464675;1273756;63083658;
32;618381;3221251;1103578;61702867;
33;615034;2946637;1121100;61443337;
34;614336;2958575;1115703;61849751;
35;613836;3012912;1120202;62538692;
36;615633;3324653;1199882;61351735;
37;655041;2950570;1120905;61997608;
38;614101;3084784;1185197;61678475;
39;615697;2959106;1106545;61973409;
40;611940;2943571;1114304;62256300;
41;613271;3049848;1129101;61401668;
42;739983;3101093;1112200;61583913;
43;617220;3214610;1125005;61610001;
44;616082;3304154;1123576;61502367;
45;613311;2965892;1134657;62592219;
46;613444;2960658;1129859;61778938;
47;618138;3135353;1130818;61567370;
48;616471;2963794;1128555;61907232;
49;617658;2946105;1128992;61986029;
50;672704;3094920;1117470;61961464;
51;615008;3004160;1299637;62033798;
52;660129;2968205;1124421;61853606;
53;681901;3092383;1095254;62817384;
54;614471;3161560;1231380;61683715;
55;615542;2951677;1119507;63543330;
56;632485;3019401;1288206;63572929;
57;734561;3342005;1212460;62162737;
58;838481;3221191;1118414;61293647;
59;615955;3091015;1264378;61894597;
60;628265;3037057;1141924;61796642;
61;627975;3029437;1148236;61532683;
62;616717;2952902;1119235;60866790;
63;630617;3190976;1137906;63280292;
64;631470;3036130;1154945;63311618;
65;612458;3467462;1111605;63689204;
66;612442;3055347;1138316;61100908;
67;632297;3219765;1139376;63242052;
68;613005;2946926;1119922;63760482;
69;613261;3009028;1114420;60828534;
70;727054;2953440;1123502;61238782;
71;613861;2945434;1119767;61169525;
72;657334;2988889;1120865;61610792;
73;613629;2952156;1111588;63257722;
74;763653;3009190;1137201;62541781;
75;613436;3119318;1119313;64176709;
76;633128;3030303;1145861;61970406;
77;1014292;3728167;1558473;74340738;
78;770521;3763330;1573875;74320972;
79;763785;3864434;1429007;74785149;
80;764511;3851720;1369238;89398324;
81;868838;3840122;1634128;72257455;
82;826930;3645610;1555695;73619713;
83;834134;4232484;1519860;78777601;
84;963565;3968408;1406215;74495923;
85;760670;3692756;1345229;73570051;
86;754418;4020835;1457191;75350709;
87;880488;4089357;1492970;76790008;
88;737472;3567594;1371688;66522355;
89;699896;3540060;1283144;64244913;
90;630002;3263362;1173736;62984015;
91;630197;3368857;1162714;63197221;
92;613383;2936851;1124081;61733896;
93;823070;3779839;1368109;74421703;
94;790900;4028160;1456749;76010200;
95;758583;4000787;1533765;74573722;
96;703576;3378898;1286008;63208116;
97;698040;3186976;1243958;63595549;
98;630669;3111612;1293211;70052332;
99;614255;2945172;1116154;65024814;
100;628786;3019642;1148531;61744617;



Lista;V=500;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
1;2283151;8909690;9522288;636939222;
2;1837493;5556908;6266633;679323198;
3;1418444;6165122;6608038;731802053;
4;2215229;6576297;10157768;590076090;
5;2774889;9002428;9896637;649159366;
6;2366378;9561134;10819862;808228595;
7;2700668;10678598;10992211;740820113;
8;2078100;8595320;8263107;929393976;
9;2972291;10224682;10255764;856301150;
10;1967434;7272700;8806957;563788867;
11;2305480;5561344;5855916;521688100;
12;3268333;8168937;8698065;595483141;
13;1357930;7268252;5950231;562949269;
14;1491122;5505549;6518630;618178548;
15;1458205;5633744;6849175;636955694;
16;1410920;5409998;7520318;591603920;
17;1618810;6284577;6819194;630811285;
18;1630386;6087344;7997766;591919529;
19;4776220;6100754;6852024;664643595;
20;3744443;6462634;8214535;563273101;
21;1360959;5651079;6018401;562361312;
22;2370391;5344617;5861282;550329817;
23;1497846;7159804;6101525;558821552;
24;1417065;5442770;6848181;610938452;
25;3649340;8208175;8747431;600309132;
26;2407582;8201386;6840875;550126636;
27;1436434;5750577;7233034;568651328;
28;1577306;6824001;7294499;576917287;
29;1472049;6072366;8162956;535940365;
30;1754675;6070989;7046570;596678076;
31;1510241;6180651;6259986;625316658;
32;1505964;8869348;8287674;591725295;
33;1711222;9975670;6684871;542830203;
34;2254718;7111855;7698777;659211811;
35;1916444;6030338;7354963;585005628;
36;1599342;5514144;6081381;568206333;
37;1467548;6427225;8166522;595995674;
38;1671711;6216845;6680086;565281403;
39;1596720;5780066;7392386;594257712;
40;2288096;6287277;7923380;595193454;
41;1739274;6557884;5934318;549915033;
42;2399745;6187530;7645390;591741914;
43;1419910;5554473;6575118;609274823;
44;1827097;5956031;6518285;571472199;
45;1641022;5348263;6202488;558628196;
46;1594301;9495360;6976130;588664047;
47;2207095;6086189;6547714;591733888;
48;1411345;5652999;6001231;685318723;
49;1564961;6031023;8251497;570831770;
50;1419521;5412251;7223460;582685047;
51;1382362;7110981;7301041;538031694;
52;2588513;5883664;6413026;593824143;
53;1362800;6121151;8035850;705544355;
54;1955613;6461107;9014484;672611345;
55;1549610;6931987;8268946;541792463;
56;1398520;6423507;5883067;560211052;
57;1705438;7465848;8748511;573031850;
58;1326838;5330668;5443780;544741798;
59;1340854;5334832;5566267;517232482;
60;1489356;5964967;8693549;534789335;
61;1526060;5447358;6014825;582059721;
62;1615818;7506856;6771587;616844702;
63;1680178;6362367;8087519;595026805;
64;3342174;8880629;9319662;574881831;
65;2089143;6208003;7919356;600885919;
66;1630311;5561745;6108061;590507511;
67;1492945;8205948;6631720;617795151;
68;2003747;6007350;6582930;618738047;
69;1654375;5992124;9815014;593237677;
70;1360925;5603812;6999309;594318405;
71;2461883;5576236;7630181;590283442;
72;1703374;7602587;7030056;652034575;
73;2189015;6973143;7045610;621051632;
74;1453950;5443173;6147428;601215355;
75;1396068;6473323;6867746;593354334;
76;1495529;7220929;8377493;626510278;
77;2091911;6321303;6684783;612665798;
78;1901928;7942321;7761410;618383465;
79;1563195;5982469;6714065;586685499;
80;1382706;6447778;5817136;549802730;
81;1380140;5524068;5965126;604902643;
82;2055560;7360231;8919665;566227154;
83;1503887;6452428;6796245;599178081;
84;1398983;7090422;6782027;821299279;
85;3628191;8935727;9755279;611082081;
86;1618961;7145946;6202685;709479022;
87;2287447;8620173;8202975;759382433;
88;2068288;9014641;7173222;609245469;
89;1439389;6326495;6113744;592241895;
90;1446577;5553487;6827094;649676221;
91;1569570;6070151;6573591;575793108;
92;1437227;7135374;7735657;535661111;
93;1479088;5986204;6271749;552080358;
94;2727765;5501701;6960972;481761876;
95;2695550;5388266;7011407;452233831;
96;1428224;6501881;7696101;486791360;
97;2683653;5456833;6179153;458475880;
98;1414184;5610766;7312190;536093215;
99;1545804;5498404;5624061;879256804;
100;1365900;5333479;5728620;925097463;



Macierz;V=500;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
1;2559076;6218738;6482174;976701266;
2;2716446;6275303;6575439;979302538;
3;2705335;6725073;6716473;982353815;
4;2608644;6177360;6453383;964736152;
5;2551619;6328390;6711675;954817473;
6;2483213;6044875;6353002;964714898;
7;2570996;6059529;6321135;964981007;
8;2633384;6318615;6880845;955270519;
9;2557384;6236574;6758431;954977004;
10;2497927;6197412;6362518;957095998;
11;2486773;6017867;6565818;956672845;
12;2504777;6519167;6415817;966154494;
13;2485008;6210565;6265032;957711798;
14;2519260;6345037;6567906;952412441;
15;2557490;6079714;6242124;955027912;
16;2519816;6351790;6241152;956435890;
17;2588897;6296453;6214308;955749038;
18;2644293;6531566;6250777;976981482;
19;2504159;6281002;6774466;952234615;
20;2497755;6318286;6182334;953717494;
21;2559179;6364960;6542387;959006025;
22;2516704;6150448;6485168;966260471;
23;2556685;6062900;6173177;936784725;
24;2476754;5936014;6344923;928326350;
25;2447495;5928286;6363589;925342856;
26;2438498;5956409;6114814;933760634;
27;2418007;6007925;6262109;928362821;
28;2436052;5965621;6051227;934563976;
29;2423605;6050691;6532839;934500779;
30;2420362;5876090;6362376;923137478;
31;2584225;6079982;6335531;944385750;
32;2560130;6076977;6298897;931149695;
33;2483937;6104009;6223061;924422746;
34;2509281;5963933;6206299;923798833;
35;2419460;5896082;6388737;926642404;
36;2499021;6037229;6273955;928952126;
37;2442195;5934612;6282632;927751435;
38;2417109;6170531;6248532;927453489;
39;2486154;6081730;6275136;936620152;
40;2507048;5891006;6246984;930927589;
41;2498844;6053812;6691249;967941432;
42;2614919;6039606;6327475;956701566;
43;2527542;6542538;6227980;953150787;
44;2523989;6265529;6762406;958905185;
45;2498610;5993087;6556129;942941373;
